water_production_AF_month,electricity_cost_usd_month,fixed_cost_usd_month
0.0,4000000.0,366000
43.85964912280702,4000000.0,366000
87.71929824561404,4000000.0,366000
131.57894736842107,4000000.0,366000
175.43859649122808,4000000.0,366000
219.2982456140351,4000000.0,366000
263.15789473684214,4000000.0,366000
307.01754385964915,4000000.0,366000
350.87719298245617,4000000.0,366000
394.7368421052632,4000000.0,366000
438.5964912280702,4000000.0,366000
482.4561403508772,4000000.0,366000
526.3157894736843,4000000.0,366000
570.1754385964913,4000000.0,366000
614.0350877192983,4000000.0,366000
657.8947368421053,4000000.0,366000
701.7543859649123,4000000.0,366000
745.6140350877193,4000000.0,366000
789.4736842105264,4000000.0,366000
833.3333333333334,4000000.0,366000
